"","V1","V2","V3","V4","V5"
"1","varprop","0.122343808570707","66.3171087148162","500","2"
"2","vargam","0.125739026005643","52.3386898678435","500","2"
"3","movblk","0.0837578658382019","45.4013943116934","500","2"
"4","movblk.du","0.0279885952299729","15.1713661224497","500","2"
"5","pointest","542.055290656485",NA,"500","2"
"6","varprop","0.116060094979839","59.0300502885258","500","2"
"7","vargam","0.133434192315877","46.5405466618786","500","2"
"8","movblk","0.104016057064818","52.9042568887867","500","2"
"9","movblk.du","0.0370232796281784","18.8306416488559","500","2"
"10","pointest","508.616250045118",NA,"500","2"
"11","varprop","0.118396023556774","52.6060996003067","500","2"
"12","vargam","0.137509984499375","41.2541009884679","500","2"
"13","movblk","0.104322371421409","46.3528495017677","500","2"
"14","movblk.du","0.0271922509587563","12.0821478569922","500","2"
"15","pointest","444.323196167826",NA,"500","2"
"16","varprop","0.116867718686106","49.8016328271445","500","2"
"17","vargam","0.141553514622508","39.2089760375134","500","2"
"18","movblk","0.11243757775337","47.9137868540647","500","2"
"19","movblk.du","0.0361239836485344","15.3937579183016","500","2"
"20","pointest","426.136775724239",NA,"500","2"
"21","varprop","0.124503501123944","59.5101009132013","500","2"
"22","vargam","0.144437564360925","46.547126160435","500","2"
"23","movblk","0.110937958460241","53.026051825653","500","2"
"24","movblk.du","0.0327677441544766","15.6623046237842","500","2"
"25","pointest","477.979336934137",NA,"500","2"
"26","varprop","0.123633746391555","47.2400525753475","500","2"
"27","vargam","0.145031390248807","37.3070229890445","500","2"
"28","movblk","0.111545754235553","42.6212700693847","500","2"
"29","movblk.du","0.0361060304400871","13.7959968540864","500","2"
"30","pointest","382.09674910065",NA,"500","2"
"31","varprop","0.114260843564338","60.9850045409447","500","2"
"32","vargam","0.130050461147741","47.2764836672367","500","2"
"33","movblk","0.101472871246628","54.1596168968744","500","2"
"34","movblk.du","0.0405902945422262","21.6644584422492","500","2"
"35","pointest","533.73494049696",NA,"500","2"
"36","varprop","0.126111791390085","54.039560669148","500","2"
"37","vargam","0.144474863102652","43.8326657133915","500","2"
"38","movblk","0.110889581260807","47.5167641983944","500","2"
"39","movblk.du","0.0445241952624694","19.0788499997501","500","2"
"40","pointest","428.505218056847",NA,"500","2"
"41","varprop","0.122683743320341","60.3474739176321","500","2"
"42","vargam","0.129724458672387","47.3778924214416","500","2"
"43","movblk","0.0904857785352833","44.5094681030106","500","2"
"44","movblk.du","0.0289990305438496","14.2644672555523","500","2"
"45","pointest","491.89462502834",NA,"500","2"
"46","varprop","0.12954923842857","52.0157694525069","500","2"
"47","vargam","0.149242970867499","41.3357718481961","500","2"
"48","movblk","0.112875331662179","45.3209706196188","500","2"
"49","movblk.du","0.0328141679596343","13.1753317585522","500","2"
"50","pointest","401.513510102087",NA,"500","2"
"51","varprop","0.128552771939313","56.7615561339668","500","2"
"52","vargam","0.15460144913126","46.6482584313035","500","2"
"53","movblk","0.118304288148443","52.2364114855254","500","2"
"54","movblk.du","0.0412484862538939","18.2129738053946","500","2"
"55","pointest","441.542840949108",NA,"500","2"
"56","varprop","0.121610863519314","51.1410720511392","500","2"
"57","vargam","0.148054031858732","40.6836739288071","500","2"
"58","movblk","0.114966206087368","48.3467912225329","500","2"
"59","movblk.du","0.0265732720728557","11.1748702573484","500","2"
"60","pointest","420.530457322319",NA,"500","2"
"61","varprop","0.127555060415501","62.717937394406","500","2"
"62","vargam","0.12791092313202","48.8716356104068","500","2"
"63","movblk","0.0831605571630701","40.8894684448248","500","2"
"64","movblk.du","0.0289155338291564","14.2175671785615","500","2"
"65","pointest","491.693055454696",NA,"500","2"
"66","varprop","0.123588726982755","64.5408242651128","500","2"
"67","vargam","0.13803142185724","50.6743925795803","500","2"
"68","movblk","0.102092498447694","53.3150082694703","500","2"
"69","movblk.du","0.0310407157731037","16.2101627768586","500","2"
"70","pointest","522.222583246758",NA,"500","2"
"71","varprop","0.112956835407072","42.6316083215074","500","2"
"72","vargam","0.133134892308809","33.6266596867895","500","2"
"73","movblk","0.106851135940649","40.3272255256966","500","2"
"74","movblk.du","0.0408266535401473","15.4085929950948","500","2"
"75","pointest","377.415037946781",NA,"500","2"
"76","varprop","0.126268702413493","72.4540514171638","500","2"
"77","vargam","0.130677811500596","56.0912125708398","500","2"
"78","movblk","0.0925878067851105","53.1276681013394","500","2"
"79","movblk.du","0.0327883837384264","18.8142524304249","500","2"
"80","pointest","573.808473772846",NA,"500","2"
"81","varprop","0.119519650930679","66.8104753854989","500","2"
"82","vargam","0.13590607609131","51.9281624245417","500","2"
"83","movblk","0.104095640020376","58.1885835606464","500","2"
"84","movblk.du","0.0333723388128127","18.6548555275077","500","2"
"85","pointest","558.991553817782",NA,"500","2"
"86","varprop","0.120666930175618","48.5404772461523","500","2"
"87","vargam","0.132339097128092","38.8358572522547","500","2"
"88","movblk","0.093942412676246","37.7900518254948","500","2"
"89","movblk.du","0.0294102316917202","11.8308030224877","500","2"
"90","pointest","402.268269985047",NA,"500","2"
"91","varprop","0.128993202168481","58.5210438639657","500","2"
"92","vargam","0.138132038940993","46.1660330942996","500","2"
"93","movblk","0.0962518297740627","43.6670883232887","500","2"
"94","movblk.du","0.0282721609929671","12.8263842263372","500","2"
"95","pointest","453.675409867957",NA,"500","2"
"96","varprop","0.135314374755106","50.3796829773673","500","2"
"97","vargam","0.151481220030125","40.4529490997329","500","2"
"98","movblk","0.107604235788855","40.0627597465202","500","2"
"99","movblk.du","0.0291245019585151","10.8435129541797","500","2"
"100","pointest","372.315824305773",NA,"500","2"
"101","varprop","0.119461899130176","55.9090709393157","500","2"
"102","vargam","0.129121550610548","43.8674283212124","500","2"
"103","movblk","0.092974182667539","43.5126196061895","500","2"
"104","movblk.du","0.0330444446653921","15.4650496467875","500","2"
"105","pointest","468.007551749971",NA,"500","2"
"106","varprop","0.121813292645684","56.8405310766999","500","2"
"107","vargam","0.136215003152125","44.7279591113843","500","2"
"108","movblk","0.101604881016331","47.4108799747465","500","2"
"109","movblk.du","0.0308327034799775","14.3871592522332","500","2"
"110","pointest","466.620102307153",NA,"500","2"
"111","varprop","0.120188390035072","50.9341416149553","500","2"
"112","vargam","0.134403557824322","40.2477591638635","500","2"
"113","movblk","0.0981985643701834","41.6151641814714","500","2"
"114","movblk.du","0.0282487514502064","11.9714217520563","500","2"
"115","pointest","423.785871498008",NA,"500","2"
"116","varprop","0.1130387412785","50.2456417619809","500","2"
"117","vargam","0.135310785213675","40.4115397425242","500","2"
"118","movblk","0.115699933303904","51.4285397636392","500","2"
"119","movblk.du","0.0499555869364397","22.205223597047","500","2"
"120","pointest","444.49930345728",NA,"500","2"
"121","varprop","0.121175817863696","71.3910621261176","500","2"
"122","vargam","0.125563598952381","55.5096964256923","500","2"
"123","movblk","0.0902242291904949","53.1558496156803","500","2"
"124","movblk.du","0.0378221891075415","22.2830454122417","500","2"
"125","pointest","589.152715324946",NA,"500","2"
"126","varprop","0.11779498917812","72.554999884254","500","2"
"127","vargam","0.138528841176231","56.228172859575","500","2"
"128","movblk","0.111309628712392","68.5603874552926","500","2"
"129","movblk.du","0.0388273742217856","23.9154496453809","500","2"
"130","pointest","615.943007342541",NA,"500","2"
"131","varprop","0.122075307619175","56.6735658866254","500","2"
"132","vargam","0.130604351474795","44.3064799726773","500","2"
"133","movblk","0.0937178765237061","43.5086042665569","500","2"
"134","movblk.du","0.0303053064621278","14.0692644236761","500","2"
"135","pointest","464.250854590707",NA,"500","2"
"136","varprop","0.121706221308095","77.2697473453246","500","2"
"137","vargam","0.139229445571023","59.8982876070087","500","2"
"138","movblk","0.106706274290353","67.7464698678315","500","2"
"139","movblk.du","0.0377419207756112","23.9618702422467","500","2"
"140","pointest","634.887407684107",NA,"500","2"
"141","varprop","0.120712709055702","85.6980072517913","500","2"
"142","vargam","0.127862945963877","66.02803478175","500","2"
"143","movblk","0.0923921423855787","65.5922856019592","500","2"
"144","movblk.du","0.0368278027677202","26.1452943384715","500","2"
"145","pointest","709.933592926376",NA,"500","2"
"146","varprop","0.130150543710547","56.4992971265553","500","2"
"147","vargam","0.141729805135177","44.3962442940197","500","2"
"148","movblk","0.102284688068165","44.4025266272629","500","2"
"149","movblk.du","0.0337925065201866","14.6695727278807","500","2"
"150","pointest","434.107269288166",NA,"500","2"
"151","varprop","0.128147344067398","53.921228289577","500","2"
"152","vargam","0.138136167657212","42.5667372401208","500","2"
"153","movblk","0.0980605149118523","41.2614358045103","500","2"
"154","movblk.du","0.0319593959181969","13.4477221970025","500","2"
"155","pointest","420.775230903087",NA,"500","2"
"156","varprop","0.122337625064633","70.7841285405649","500","2"
"157","vargam","0.128626485851617","55.5098782386904","500","2"
"158","movblk","0.0909114912806772","52.6010757624737","500","2"
"159","movblk.du","0.0342571830564851","19.8210881372496","500","2"
"160","pointest","578.596556073147",NA,"500","2"
"161","varprop","0.12989955245418","65.9908475621137","500","2"
"162","vargam","0.15634484595689","51.6035157023189","500","2"
"163","movblk","0.121364775690986","61.6550577790409","500","2"
"164","movblk.du","0.0327367110809361","16.6307217370055","500","2"
"165","pointest","508.014433578523",NA,"500","2"
"166","varprop","0.134703122562163","71.1502103783661","500","2"
"167","vargam","0.144857431819919","56.1396466899342","500","2"
"168","movblk","0.102467057940371","54.1231160097657","500","2"
"169","movblk.du","0.0304907893013471","16.1052396717242","500","2"
"170","pointest","528.200156202998",NA,"500","2"
"171","varprop","0.130692912379959","61.7804256960753","500","2"
"172","vargam","0.150254938066599","48.9770251124577","500","2"
"173","movblk","0.111550281925675","52.7314280352838","500","2"
"174","movblk.du","0.0282843041650337","13.3703987462829","500","2"
"175","pointest","472.714430882553",NA,"500","2"
"176","varprop","0.115964005454187","67.1324904037285","500","2"
"177","vargam","0.126378876789737","52.2584427957101","500","2"
"178","movblk","0.0968795504686594","56.0843467477864","500","2"
"179","movblk.du","0.0394022530498906","22.8102794862676","500","2"
"180","pointest","578.907999433067",NA,"500","2"
"181","varprop","0.11664472256898","61.4559061528025","500","2"
"182","vargam","0.130679983806081","47.817726425939","500","2"
"183","movblk","0.0989731376797691","52.1453840939892","500","2"
"184","movblk.du","0.0333653729885491","17.5790141720721","500","2"
"185","pointest","526.864008926416",NA,"500","2"
"186","varprop","0.12203849122895","72.4134445433661","500","2"
"187","vargam","0.132918576362212","56.5395262436018","500","2"
"188","movblk","0.097452875907237","57.8251857593121","500","2"
"189","movblk.du","0.0295960734784088","17.561292375448","500","2"
"190","pointest","593.365616160517",NA,"500","2"
"191","varprop","0.124325203696361","52.9013310403522","500","2"
"192","vargam","0.138133235076631","42.0764919703987","500","2"
