"","V1","V2","V3","V4","V5"
"112","vargam","0.124890037327017","42.4373029276585","500","1"
"113","movblk","0.0944460613339423","45.3739211251512","500","1"
"114","movblk.du","0.0427722100842328","20.5486905361601","500","1"
"115","pointest","480.421528270175",NA,"500","1"
"116","varprop","0.117692062312533","50.3827159298988","500","1"
"117","vargam","0.128560289591695","39.7774274472168","500","1"
"118","movblk","0.0958468240527831","41.0310025514786","500","1"
"119","movblk.du","0.0370577919256189","15.8640452626253","500","1"
"120","pointest","428.089328540325",NA,"500","1"
"121","varprop","0.127484093435538","62.1457506196755","500","1"
"122","vargam","0.137216964880803","49.1002587681983","500","1"
"123","movblk","0.0974236231807533","47.4919186189905","500","1"
"124","movblk.du","0.0348022918816712","16.9653679450223","500","1"
"125","pointest","487.478468449866",NA,"500","1"
"126","varprop","0.122632778279936","52.0425218204055","500","1"
"127","vargam","0.149510080182489","41.2763225543798","500","1"
"128","movblk","0.117812555748814","49.9969305863681","500","1"
"129","movblk.du","0.0352895883887123","14.9760871400984","500","1"
"130","pointest","424.37692883062",NA,"500","1"
"131","varprop","0.115689547432492","52.3576118950986","500","1"
"132","vargam","0.125318367188628","41.5203051641604","500","1"
"133","movblk","0.0901313191614405","40.7907259815469","500","1"
"134","movblk.du","0.0311918744633158","14.1165048500505","500","1"
"135","pointest","452.569943068112",NA,"500","1"
"136","varprop","0.115115484791814","58.8758715998292","500","1"
"137","vargam","0.137980211315368","46.945410138829","500","1"
"138","movblk","0.112232270286969","57.401250116116","500","1"
"139","movblk.du","0.0469524463526108","24.0138518962372","500","1"
"140","pointest","511.450494312783",NA,"500","1"
"141","varprop","0.115305543037897","42.0327534425102","500","1"
"142","vargam","0.136824801183833","33.6834887241813","500","1"
"143","movblk","0.109647282379352","39.9701268860758","500","1"
"144","movblk.du","0.0393083079468773","14.3292019849412","500","1"
"145","pointest","364.53367578951",NA,"500","1"
"146","varprop","0.124473484837187","45.2177440821739","500","1"
"147","vargam","0.149258256552307","36.2830578683762","500","1"
"148","movblk","0.114805812467624","41.7057484499395","500","1"
"149","movblk.du","0.0353743774074336","12.8505243246608","500","1"
"150","pointest","363.272098803366",NA,"500","1"
"151","varprop","0.123816141098746","50.4746890093367","500","1"
"152","vargam","0.129541256607587","40.1122509877077","500","1"
"153","movblk","0.0873898340267782","35.6251992344144","500","1"
"154","movblk.du","0.026073984561752","10.6292786248207","500","1"
"155","pointest","407.658392204957",NA,"500","1"
"156","varprop","0.103596462881895","58.7306297037882","500","1"
"157","vargam","0.135390368739605","46.1674194953269","500","1"
"158","movblk","0.115370810432941","65.4057113309718","500","1"
"159","movblk.du","0.0430514333328466","24.4066034587616","500","1"
"160","pointest","566.917325842907",NA,"500","1"
"161","varprop","0.117828177719975","69.6847885920342","500","1"
"162","vargam","0.134789646656052","54.5138022703926","500","1"
"163","movblk","0.10367400065763","61.3138636115274","500","1"
"164","movblk.du","0.0339215835071715","20.0615711890412","500","1"
"165","pointest","591.410220716846",NA,"500","1"
"166","varprop","0.130321050714982","46.909535482835","500","1"
"167","vargam","0.147412144039977","37.4756633971565","500","1"
"168","movblk","0.106443936383979","38.3148814665206","500","1"
"169","movblk.du","0.0242319012388409","8.72236085224635","500","1"
"170","pointest","359.953631631075",NA,"500","1"
"171","varprop","0.115358237916081","66.5510339367085","500","1"
"172","vargam","0.125367630012768","51.5646825460392","500","1"
"173","movblk","0.0940399622081537","54.2523605542105","500","1"
"174","movblk.du","0.0425803982494025","24.5649515814901","500","1"
"175","pointest","576.907511235755",NA,"500","1"
"176","varprop","0.128278160136238","55.5022884412197","500","1"
"177","vargam","0.145526594335923","43.4073579337126","500","1"
"178","movblk","0.10940859108216","47.3379659775313","500","1"
"179","movblk.du","0.0380690522559093","16.4713893366363","500","1"
"180","pointest","432.671378996033",NA,"500","1"
"181","varprop","0.121793360982731","61.1586279359371","500","1"
"182","vargam","0.135671168360467","47.8852366899437","500","1"
"183","movblk","0.102741763317299","51.5918538211263","500","1"
"184","movblk.du","0.0423817627730266","21.2820340927465","500","1"
"185","pointest","502.150753066156",NA,"500","1"
"186","varprop","0.117197701164902","65.6755134557529","500","1"
"187","vargam","0.137570944972953","50.8983380048151","500","1"
"188","movblk","0.110250860350338","61.7826270522052","500","1"
"189","movblk.du","0.0400699432154226","22.4544856141243","500","1"
"190","pointest","560.382266912765",NA,"500","1"
"191","varprop","0.127227635282474","59.4841896748406","500","1"
"192","vargam","0.141166002342839","46.6466547735688","500","1"
"193","movblk","0.102268551289289","47.8147840220153","500","1"
"194","movblk.du","0.0255710906884433","11.955544134156","500","1"
"195","pointest","467.541423235388",NA,"500","1"
"196","varprop","0.120021688554185","54.5817150454394","500","1"
"197","vargam","0.128727248665574","42.764376222308","500","1"
"198","movblk","0.0965152456275129","43.8917973729658","500","1"
"199","movblk.du","0.0406785771775919","18.499210723559","500","1"
"200","pointest","454.765432006049",NA,"500","1"
"201","varprop","0.116305812406563","59.355394444006","500","1"
"202","vargam","0.128594306938229","46.7864465871375","500","1"
"203","movblk","0.0966598309289525","49.3292834894913","500","1"
"204","movblk.du","0.0400689829706494","20.4487655430268","500","1"
"205","pointest","510.339021032941",NA,"500","1"
"206","varprop","0.122364527437971","54.4095734431004","500","1"
"207","vargam","0.138950529018793","42.7456739416486","500","1"
"208","movblk","0.108905889223134","48.4251694681371","500","1"
"209","movblk.du","0.0432959182268205","19.2515959638942","500","1"
"210","pointest","444.651522645578",NA,"500","1"
"211","varprop","0.125468761540682","56.2268784733441","500","1"
"212","vargam","0.137965489650998","44.8029101289148","500","1"
"213","movblk","0.101940858176977","45.6832136844421","500","1"
"214","movblk.du","0.0354095848452691","15.868255966175","500","1"
"215","pointest","448.134482104641",NA,"500","1"
"216","varprop","0.114979996381766","55.459957282692","500","1"
"217","vargam","0.131195831182287","43.9464881426606","500","1"
"218","movblk","0.100853317251821","48.6460327240956","500","1"
"219","movblk.du","0.0400279021110885","19.3072343977635","500","1"
"220","pointest","482.344399268805",NA,"500","1"
"221","varprop","0.133466669565225","41.893144820391","500","1"
"222","vargam","0.206051081072902","33.5331622149122","500","1"
"223","movblk","0.177802751799782","55.809562453884","500","1"
"224","movblk.du","0.0319050132581831","10.0144953438609","500","1"
"225","pointest","313.884694634701",NA,"500","1"
"226","varprop","0.118306565810525","67.6471657120201","500","1"
"227","vargam","0.140907958869034","52.747004368601","500","1"
"228","movblk","0.111251214425212","63.6129473146812","500","1"
"229","movblk.du","0.0397617023801777","22.7355637573973","500","1"
"230","pointest","571.795531791205",NA,"500","1"
"231","varprop","0.121697461423019","71.4278072524642","500","1"
"232","vargam","0.140076925978284","56.0807802681791","500","1"
"233","movblk","0.106871496180068","62.7260136791028","500","1"
"234","movblk.du","0.0366508804618109","21.5114760377751","500","1"
"235","pointest","586.929311567002",NA,"500","1"
"236","varprop","0.116096513333158","65.1214678654038","500","1"
"237","vargam","0.124745796734419","50.8028046869007","500","1"
"238","movblk","0.0936423616911915","52.5263668359606","500","1"
"239","movblk.du","0.0391086777532241","21.9370455532675","500","1"
"240","pointest","560.925268087311",NA,"500","1"
"241","varprop","0.118424497882906","66.3109374013967","500","1"
"242","vargam","0.126646658323189","51.3888426158381","500","1"
"243","movblk","0.0925030520897288","51.7964121125109","500","1"
"244","movblk.du","0.0371843862926161","20.8211270120567","500","1"
"245","pointest","559.942736400394",NA,"500","1"
"246","varprop","0.118774051027579","60.5175145368021","500","1"
"247","vargam","0.132633354056284","47.6955755485254","500","1"
"248","movblk","0.0985773085754277","50.2269111232644","500","1"
"249","movblk.du","0.0366200205201429","18.6585588770662","500","1"
"250","pointest","509.51797983846",NA,"500","1"
"251","varprop","0.12512893096901","58.2941651845841","500","1"
"252","vargam","0.149788741236296","46.0509012973572","500","1"
"253","movblk","0.117352900863546","54.6715242818142","500","1"
"254","movblk.du","0.0327038818657728","15.2358489511322","500","1"
"255","pointest","465.872798026394",NA,"500","1"
"256","varprop","0.123806313540076","65.2817936439976","500","1"
"257","vargam","0.137933069168196","52.9410135537682","500","1"
"258","movblk","0.107664584007014","56.7704259576203","500","1"
"259","movblk.du","0.0546770094865999","28.8306238051401","500","1"
"260","pointest","527.289697733119",NA,"500","1"
"261","varprop","0.111065008870929","58.5845791241943","500","1"
"262","vargam","0.124438368183887","45.9143063146908","500","1"
"263","movblk","0.0974103177829853","51.382001655464","500","1"
"264","movblk.du","0.0385561444581046","20.3375979409922","500","1"
"265","pointest","527.480074235411",NA,"500","1"
"266","varprop","0.121431575364926","59.5112004349423","500","1"
"267","vargam","0.12640794703967","46.8396540624494","500","1"
"268","movblk","0.0880155751941449","43.1346832241494","500","1"
"269","movblk.du","0.0364185996809558","17.8480315244209","500","1"
"270","pointest","490.080115127383",NA,"500","1"
"271","varprop","0.122660947464283","55.5882779203658","500","1"
"272","vargam","0.130775300485674","44.3837125354042","500","1"
"273","movblk","0.0956735453022609","43.3579532510739","500","1"
"274","movblk.du","0.0416581382581193","18.8789033103765","500","1"
"275","pointest","453.186438467326",NA,"500","1"
"276","varprop","0.125313623822996","53.1784669078591","500","1"
"277","vargam","0.138897334323582","41.7649694980165","500","1"
"278","movblk","0.1034336122477","43.8933992830977","500","1"
"279","movblk.du","0.0368688341838582","15.645769540166","500","1"
"280","pointest","424.363012460426",NA,"500","1"
"281","varprop","0.123010182416602","59.1901156590796","500","1"
"282","vargam","0.135945239640745","46.6254577167918","500","1"
"283","movblk","0.0999846745840933","48.1106875585709","500","1"
"284","movblk.du","0.0329881308965065","15.8732492284928","500","1"
"285","pointest","481.180618516759",NA,"500","1"
"286","varprop","0.112649069876995","60.8144303765797","500","1"
"287","vargam","0.121648457761013","47.5142892574345","500","1"
"288","movblk","0.0932985422513569","50.3679054623088","500","1"
"289","movblk.du","0.0370494304280433","20.001407998472","500","1"
"290","pointest","539.8573680456",NA,"500","1"
"291","varprop","0.11861761063614","54.4048698476287","500","1"
"292","vargam","0.125234619047072","43.2870293394678","500","1"
"293","movblk","0.0895403109965636","41.0683450775904","500","1"
"294","movblk.du","0.0392194554705917","17.9883017279587","500","1"
"295","pointest","458.657610416011",NA,"500","1"
"296","varprop","0.118026786545083","62.1050756159126","500","1"
"297","vargam","0.131937210488177","48.2757421163903","500","1"
"298","movblk","0.101930769871322","53.6354361221939","500","1"
"299","movblk.du","0.0407999109715144","21.4686990146981","500","1"
"300","pointest","526.194751495587",NA,"500","1"
"301","varprop","0.123745063410312","49.6873237851969","500","1"
"302","vargam","0.135626026943678","39.5064042896197","500","1"
"303","movblk","0.0982637379406931","39.4558136611378","500","1"
"304","movblk.du","0.0317687707695919","12.7561064335345","500","1"
"305","pointest","401.529745234721",NA,"500","1"
"306","varprop","0.130257238979844","49.090547060751","500","1"
"307","vargam","0.146610259676447","38.8025111497978","500","1"
"308","movblk","0.107924507341518","40.6739245215921","500","1"
"309","movblk.du","0.034345904494411","12.9440732364045","500","1"
"310","pointest","376.873849355484",NA,"500","1"
"311","varprop","0.127854052450354","64.4344384231893","500","1"
"312","vargam","0.138201080311462","50.9417717433231","500","1"
"313","movblk","0.100036649579839","50.4153385354542","500","1"
"314","movblk.du","0.0356165927138354","17.9496473211483","500","1"
"315","pointest","503.968682949722",NA,"500","1"
"316","varprop","0.119395344109432","50.5372354142054","500","1"
"317","vargam","0.125025266084109","40.2453553924541","500","1"
"318","movblk","0.0855443514078045","36.2089079578289","500","1"
